county_fips,media_market
29121,"Ottumwa, IA-Kirksville, MO"
29123,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29125,"Columbia-Jefferson City, MO"
29127,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29129,"Des Moines-Ames, IA"
29131,"Columbia-Jefferson City, MO"
29133,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29135,"Columbia-Jefferson City, MO"
29137,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29139,"Columbia-Jefferson City, MO"
29141,"Columbia-Jefferson City, MO"
29143,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29145,"Joplin, MO-Pittsburg, KS"
29147,"St. Joseph, MO"
29149,"Springfield, MO"
29151,"Columbia-Jefferson City, MO"
29153,"Springfield, MO"
29155,"Memphis, TN"
29157,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29159,"Kansas City, MO"
29161,"Springfield, MO"
29163,"St. Louis, MO"
29165,"Kansas City, MO"
29167,"Springfield, MO"
29169,"Springfield, MO"
29171,"Ottumwa, IA-Kirksville, MO"
29173,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29175,"Columbia-Jefferson City, MO"
29177,"Kansas City, MO"
29179,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29181,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29183,"St. Louis, MO"
29185,"Springfield, MO"
29186,"St. Louis, MO"
29187,"St. Louis, MO"
29189,"St. Louis, MO"
29195,"Kansas City, MO"
29197,"Ottumwa, IA-Kirksville, MO"
29199,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29201,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29203,"Springfield, MO"
29205,"Quincy, IL-Hannibal, MO-Keokuk, IA"
29207,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29209,"Springfield, MO"
29211,"Ottumwa, IA-Kirksville, MO"
29213,"Springfield, MO"
29215,"Springfield, MO"
29217,"Joplin, MO-Pittsburg, KS"
29219,"St. Louis, MO"
29221,"St. Louis, MO"
29223,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL"
29225,"Springfield, MO"
29227,"St. Joseph, MO"
29229,"Springfield, MO"
29510,"St. Louis, MO"
30001,"Butte-Bozeman, MT"
30003,"Billings, MT"
30005,"Great Falls, MT"
30007,"Butte-Bozeman, MT"
30009,"Billings, MT"
30011,"Rapid City, SD"
30013,"Great Falls, MT"
30015,"Great Falls, MT"
30017,"Billings, MT"
30019,"Minot-Bismarck-Dickinson(Williston), ND"
30021,"Glendive, MT"
30023,"Butte-Bozeman, MT"
30025,"Glendive, MT"
30027,"Great Falls, MT"
30029,"Missoula, MT"
30031,"Butte-Bozeman, MT"
30033,"Billings, MT"
30035,"Great Falls, MT"
30037,"Billings, MT"
30039,"Missoula, MT"
30041,"Great Falls, MT"
30043,"Butte-Bozeman, MT"
30045,"Great Falls, MT"
30047,"Missoula, MT"
30049,"Helena, MT"
30051,"Great Falls, MT"
30053,"Spokane, WA"
30055,"Minot-Bismarck-Dickinson(Williston), ND"
30057,"Butte-Bozeman, MT"
30059,"Billings, MT"
30061,"Missoula, MT"
30063,"Missoula, MT"
30065,"Billings, MT"
30067,"Billings, MT"
30069,"Billings, MT"
30071,"Great Falls, MT"
30073,"Great Falls, MT"
30075,"Billings, MT"
30077,"Butte-Bozeman, MT"
30079,"Glendive, MT"
30081,"Missoula, MT"
30083,"Minot-Bismarck-Dickinson(Williston), ND"
30085,"Minot-Bismarck-Dickinson(Williston), ND"
30087,"Billings, MT"
30089,"Missoula, MT"
30091,"Minot-Bismarck-Dickinson(Williston), ND"
30093,"Butte-Bozeman, MT"
30095,"Billings, MT"
30097,"Billings, MT"
30099,"Great Falls, MT"
30101,"Great Falls, MT"
30103,"Billings, MT"
30105,"Great Falls, MT"
30107,"Billings, MT"
30109,"Minot-Bismarck-Dickinson(Williston), ND"
30111,"Billings, MT"
31001,"Lincoln & Hastings-Kearney, NE"
31003,"Lincoln & Hastings-Kearney, NE"
31005,"North Platte, NE"
31007,"Rapid City, SD"
31009,"North Platte, NE"
31011,"Lincoln & Hastings-Kearney, NE"
31013,"Denver, CO"
31015,"Lincoln & Hastings-Kearney, NE"
31017,"Lincoln & Hastings-Kearney, NE"
31019,"Lincoln & Hastings-Kearney, NE"
31021,"Omaha, NE"
31023,"Omaha, NE"
31025,"Omaha, NE"
31027,"Sioux City, IA"
31029,"Lincoln & Hastings-Kearney, NE"
31031,"Sioux Falls (Mitchell), SD"
31033,"Denver, CO"
31035,"Lincoln & Hastings-Kearney, NE"
31037,"Omaha, NE"
31039,"Omaha, NE"
31041,"Lincoln & Hastings-Kearney, NE"
31043,"Sioux City, IA"
31045,"Denver, CO"
31047,"Lincoln & Hastings-Kearney, NE"
31049,"Denver, CO"
31051,"Sioux City, IA"
31053,"Omaha, NE"
31055,"Omaha, NE"
31057,"Wichita Falls, TX-Lawton, OK"
31059,"Lincoln & Hastings-Kearney, NE"
31061,"Lincoln & Hastings-Kearney, NE"
31063,"Lincoln & Hastings-Kearney, NE"
31065,"Lincoln & Hastings-Kearney, NE"
31067,"Lincoln & Hastings-Kearney, NE"
31069,"Denver, CO"
31071,"Lincoln & Hastings-Kearney, NE"
31073,"Lincoln & Hastings-Kearney, NE"
31075,"Rapid City, SD"
31077,"Lincoln & Hastings-Kearney, NE"
31079,"Lincoln & Hastings-Kearney, NE"
31081,"Lincoln & Hastings-Kearney, NE"
31083,"Lincoln & Hastings-Kearney, NE"
31085,"Lincoln & Hastings-Kearney, NE"
31087,"Lincoln & Hastings-Kearney, NE"
31089,"Lincoln & Hastings-Kearney, NE"
31091,"North Platte, NE"
31093,"Lincoln & Hastings-Kearney, NE"
31095,"Lincoln & Hastings-Kearney, NE"
31097,"Omaha, NE"
31099,"Lincoln & Hastings-Kearney, NE"
31101,"Denver, CO"
31103,"Lincoln & Hastings-Kearney, NE"
31105,"Denver, CO"
31107,"Sioux City, IA"
31109,"Lincoln & Hastings-Kearney, NE"
31111,"North Platte, NE"
31113,"North Platte, NE"
31115,"Lincoln & Hastings-Kearney, NE"
31117,"North Platte, NE"
31119,"Sioux City, IA"
31121,"Lincoln & Hastings-Kearney, NE"
31123,"Rapid City, SD"
31125,"Lincoln & Hastings-Kearney, NE"
31127,"Omaha, NE"
31129,"Lincoln & Hastings-Kearney, NE"
31131,"Omaha, NE"
31133,"Omaha, NE"
31135,"Lincoln & Hastings-Kearney, NE"
31137,"Lincoln & Hastings-Kearney, NE"
31139,"Sioux City, IA"
31141,"Omaha, NE"
31143,"Lincoln & Hastings-Kearney, NE"
31145,"Lincoln & Hastings-Kearney, NE"
31147,"Omaha, NE"
31149,"Lincoln & Hastings-Kearney, NE"
31151,"Lincoln & Hastings-Kearney, NE"
31153,"Omaha, NE"
31155,"Omaha, NE"
31157,"Cheyenne, WY-Scottsbluff, NE"
31159,"Lincoln & Hastings-Kearney, NE"
31161,"Rapid City, SD"
31163,"Lincoln & Hastings-Kearney, NE"
31165,"Rapid City, SD"
31167,"Sioux City, IA"
31169,"Lincoln & Hastings-Kearney, NE"
31171,"North Platte, NE"
31173,"Sioux City, IA"
31175,"Lincoln & Hastings-Kearney, NE"
31177,"Omaha, NE"
31179,"Sioux City, IA"
31181,"Lincoln & Hastings-Kearney, NE"
31183,"Lincoln & Hastings-Kearney, NE"
31185,"Lincoln & Hastings-Kearney, NE"
32001,"Reno, NV"
32003,"Las Vegas, NV"
32005,"Reno, NV"
32007,"Salt Lake City, UT"
32009,"Reno, NV"
32011,"Denver, CO"
32013,"Reno, NV"
32015,"Reno, NV"
32017,"Las Vegas, NV"
32019,"Reno, NV"
32021,"Reno, NV"
32023,"Las Vegas, NV"
32027,"Reno, NV"
32029,"Reno, NV"
32031,"Reno, NV"
32033,"Salt Lake City, UT"
32510,"Reno, NV"
33001,"Boston, MA (Manchester, NH)"
33003,"Portland-Auburn, ME"
33005,"Boston, MA (Manchester, NH)"
33007,"Portland-Auburn, ME"
33009,"Burlington, VT-Plattsburgh, NY"
33011,"Boston, MA (Manchester, NH)"
33013,"Boston, MA (Manchester, NH)"
33015,"Boston, MA (Manchester, NH)"
33017,"Boston, MA (Manchester, NH)"
33019,"Burlington, VT-Plattsburgh, NY"
34001,"Philadelphia, PA"
34003,"New York, NY"
34005,"Philadelphia, PA"
34007,"Philadelphia, PA"
34009,"Philadelphia, PA"
34011,"Philadelphia, PA"
34013,"New York, NY"
34015,"Philadelphia, PA"
34017,"New York, NY"
34019,"New York, NY"
34021,"Philadelphia, PA"
34023,"New York, NY"
34025,"New York, NY"
34027,"New York, NY"
34029,"New York, NY"
34031,"New York, NY"
34033,"Philadelphia, PA"
34035,"New York, NY"
34037,"New York, NY"
34039,"New York, NY"
34041,"New York, NY"
35001,"Albuquerque-Santa Fe, NM"
35003,"Albuquerque-Santa Fe, NM"
35005,"Albuquerque-Santa Fe, NM"
35006,"Albuquerque-Santa Fe, NM"
35007,"Albuquerque-Santa Fe, NM"
35009,"Amarillo, TX"
35011,"Albuquerque-Santa Fe, NM"
35013,"El Paso, TX"
35015,"Albuquerque-Santa Fe, NM"
35017,"Albuquerque-Santa Fe, NM"
35019,"Albuquerque-Santa Fe, NM"
35021,"Albuquerque-Santa Fe, NM"
35023,"Albuquerque-Santa Fe, NM"
35025,"Albuquerque-Santa Fe, NM"
35027,"Albuquerque-Santa Fe, NM"
35028,"Albuquerque-Santa Fe, NM"
35029,"Albuquerque-Santa Fe, NM"
35031,"Albuquerque-Santa Fe, NM"
35033,"Albuquerque-Santa Fe, NM"
35035,"Albuquerque-Santa Fe, NM"
35037,"Amarillo, TX"
35039,"Albuquerque-Santa Fe, NM"
35041,"Amarillo, TX"
35043,"Albuquerque-Santa Fe, NM"
35045,"Albuquerque-Santa Fe, NM"
35047,"Albuquerque-Santa Fe, NM"
35049,"Albuquerque-Santa Fe, NM"
35051,"Albuquerque-Santa Fe, NM"
35053,"Albuquerque-Santa Fe, NM"
35055,"Albuquerque-Santa Fe, NM"
35057,"Albuquerque-Santa Fe, NM"
35059,"Amarillo, TX"
35061,"Albuquerque-Santa Fe, NM"
36001,"Albany-Schenectady-Troy, NY"
36003,"Buffalo, NY"
36005,"New York, NY"
36007,"Binghamton, NY"
36009,"Buffalo, NY"
36011,"Syracuse, NY"
36013,"Buffalo, NY"
36015,"Elmira, NY"
36017,"Binghamton, NY"
36019,"Burlington, VT-Plattsburgh, NY"
36021,"Albany-Schenectady-Troy, NY"
36023,"Syracuse, NY"
36025,"Binghamton, NY"
36027,"New York, NY"
36029,"Buffalo, NY"
36031,"Burlington, VT-Plattsburgh, NY"
36033,"Burlington, VT-Plattsburgh, NY"
36035,"Albany-Schenectady-Troy, NY"
36037,"Buffalo, NY"
36039,"Albany-Schenectady-Troy, NY"
36041,"Albany-Schenectady-Troy, NY"
36043,"Utica, NY"
36045,"Watertown, NY"
36047,"New York, NY"
36049,"Watertown, NY"
36051,"Rochester, NY"
36053,"Syracuse, NY"
36055,"Rochester, NY"
36057,"Albany-Schenectady-Troy, NY"
36059,"New York, NY"
36061,"New York, NY"
36063,"Buffalo, NY"
36065,"Utica, NY"
36067,"Syracuse, NY"
36069,"Rochester, NY"
36071,"New York, NY"
36073,"Buffalo, NY"
36075,"Syracuse, NY"
36077,"Utica, NY"
36079,"New York, NY"
36081,"New York, NY"
36083,"Albany-Schenectady-Troy, NY"
36085,"New York, NY"
36087,"New York, NY"
36089,"Watertown, NY"
36091,"Albany-Schenectady-Troy, NY"
36093,"Albany-Schenectady-Troy, NY"
36095,"Albany-Schenectady-Troy, NY"
36097,"Elmira, NY"
36099,"Syracuse, NY"
36101,"Elmira, NY"
36103,"New York, NY"
36105,"New York, NY"
36107,"Binghamton, NY"
36109,"Syracuse, NY"
36111,"New York, NY"
36113,"Albany-Schenectady-Troy, NY"
36115,"Albany-Schenectady-Troy, NY"
36117,"Rochester, NY"
36119,"New York, NY"
36121,"Buffalo, NY"
36123,"Rochester, NY"
37001,"Greensboro-High Point-Winston Salem, NC"
37003,"Charlotte, NC"
37005,"Greensboro-High Point-Winston Salem, NC"
37007,"Charlotte, NC"
37009,"Charlotte, NC"
37011,"Charlotte, NC"
37013,"Greenville-New Bern-Washington, NC"
37015,"Greenville-New Bern-Washington, NC"
37017,"Wilmington, NC"
37019,"Wilmington, NC"
37021,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37023,"Charlotte, NC"
37025,"Charlotte, NC"
37027,"Charlotte, NC"
37029,"Norfolk-Portsmouth-Newport News, VA"
37031,"Greenville-New Bern-Washington, NC"
37033,"Greensboro-High Point-Winston Salem, NC"
37035,"Charlotte, NC"
37037,"Raleigh-Durham (Fayetteville), NC"
37039,"Chattanooga, TN"
37041,"Norfolk-Portsmouth-Newport News, VA"
37043,"Atlanta, GA"
37045,"Charlotte, NC"
37047,"Wilmington, NC"
37049,"Greenville-New Bern-Washington, NC"
37051,"Raleigh-Durham (Fayetteville), NC"
37053,"Norfolk-Portsmouth-Newport News, VA"
37055,"Norfolk-Portsmouth-Newport News, VA"
37057,"Greensboro-High Point-Winston Salem, NC"
37059,"Greensboro-High Point-Winston Salem, NC"
37061,"Greenville-New Bern-Washington, NC"
37063,"Raleigh-Durham (Fayetteville), NC"
37065,"Raleigh-Durham (Fayetteville), NC"
37067,"Greensboro-High Point-Winston Salem, NC"
37069,"Raleigh-Durham (Fayetteville), NC"
37071,"Charlotte, NC"
37073,"Norfolk-Portsmouth-Newport News, VA"
37075,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37077,"Raleigh-Durham (Fayetteville), NC"
37079,"Greenville-New Bern-Washington, NC"
37081,"Greensboro-High Point-Winston Salem, NC"
37083,"Raleigh-Durham (Fayetteville), NC"
37085,"Raleigh-Durham (Fayetteville), NC"
37087,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37089,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37091,"Norfolk-Portsmouth-Newport News, VA"
37093,"Raleigh-Durham (Fayetteville), NC"
37095,"Greenville-New Bern-Washington, NC"
37097,"Charlotte, NC"
37099,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37101,"Raleigh-Durham (Fayetteville), NC"
37103,"Greenville-New Bern-Washington, NC"
37105,"Raleigh-Durham (Fayetteville), NC"
37107,"Greenville-New Bern-Washington, NC"
37109,"Charlotte, NC"
37111,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37113,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37115,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37117,"Greenville-New Bern-Washington, NC"
37119,"Charlotte, NC"
37121,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37123,"Greensboro-High Point-Winston Salem, NC"
37125,"Raleigh-Durham (Fayetteville), NC"
37127,"Raleigh-Durham (Fayetteville), NC"
37129,"Wilmington, NC"
37131,"Raleigh-Durham (Fayetteville), NC"
37133,"Greenville-New Bern-Washington, NC"
37135,"Raleigh-Durham (Fayetteville), NC"
37137,"Greenville-New Bern-Washington, NC"
37139,"Norfolk-Portsmouth-Newport News, VA"
37141,"Wilmington, NC"
37143,"Norfolk-Portsmouth-Newport News, VA"
37145,"Raleigh-Durham (Fayetteville), NC"
37147,"Greenville-New Bern-Washington, NC"
37149,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37151,"Greensboro-High Point-Winston Salem, NC"
37153,"Charlotte, NC"
37155,"Myrtle Beach-Florence, SC"
37157,"Greensboro-High Point-Winston Salem, NC"
37159,"Charlotte, NC"
37161,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37163,"Raleigh-Durham (Fayetteville), NC"
37165,"Myrtle Beach-Florence, SC"
37167,"Charlotte, NC"
37169,"Greensboro-High Point-Winston Salem, NC"
37171,"Greensboro-High Point-Winston Salem, NC"
37173,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37175,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
37177,"Greenville-New Bern-Washington, NC"
37179,"Charlotte, NC"
37181,"Raleigh-Durham (Fayetteville), NC"
37183,"Raleigh-Durham (Fayetteville), NC"
37185,"Raleigh-Durham (Fayetteville), NC"
37187,"Greenville-New Bern-Washington, NC"
37189,"Charlotte, NC"
37191,"Raleigh-Durham (Fayetteville), NC"
37193,"Greensboro-High Point-Winston Salem, NC"
37195,"Raleigh-Durham (Fayetteville), NC"
37197,"Greensboro-High Point-Winston Salem, NC"
37199,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
38001,"Minot-Bismarck-Dickinson(Williston), ND"
38003,"Fargo-Valley City, ND"
38005,"Fargo-Valley City, ND"
38007,"Minot-Bismarck-Dickinson(Williston), ND"
38009,"Minot-Bismarck-Dickinson(Williston), ND"
38011,"Minot-Bismarck-Dickinson(Williston), ND"
38013,"Minot-Bismarck-Dickinson(Williston), ND"
38015,"Minot-Bismarck-Dickinson(Williston), ND"
38017,"Fargo-Valley City, ND"
38019,"Fargo-Valley City, ND"
38021,"Fargo-Valley City, ND"
38023,"Minot-Bismarck-Dickinson(Williston), ND"
38025,"Minot-Bismarck-Dickinson(Williston), ND"
38027,"Fargo-Valley City, ND"
38029,"Minot-Bismarck-Dickinson(Williston), ND"
38031,"Fargo-Valley City, ND"
38033,"Minot-Bismarck-Dickinson(Williston), ND"
38035,"Fargo-Valley City, ND"
38037,"Minot-Bismarck-Dickinson(Williston), ND"
38039,"Fargo-Valley City, ND"
38041,"Minot-Bismarck-Dickinson(Williston), ND"
38043,"Minot-Bismarck-Dickinson(Williston), ND"
38045,"Fargo-Valley City, ND"
38047,"Minot-Bismarck-Dickinson(Williston), ND"
38049,"Minot-Bismarck-Dickinson(Williston), ND"
38051,"Minot-Bismarck-Dickinson(Williston), ND"
38053,"Minot-Bismarck-Dickinson(Williston), ND"
38055,"Minot-Bismarck-Dickinson(Williston), ND"
38057,"Minot-Bismarck-Dickinson(Williston), ND"
38059,"Minot-Bismarck-Dickinson(Williston), ND"
38061,"Minot-Bismarck-Dickinson(Williston), ND"
38063,"Fargo-Valley City, ND"
38065,"Minot-Bismarck-Dickinson(Williston), ND"
38067,"Fargo-Valley City, ND"
38069,"Minot-Bismarck-Dickinson(Williston), ND"
38071,"Fargo-Valley City, ND"
38073,"Fargo-Valley City, ND"
38075,"Minot-Bismarck-Dickinson(Williston), ND"
38077,"Fargo-Valley City, ND"
38079,"Minot-Bismarck-Dickinson(Williston), ND"
38081,"Fargo-Valley City, ND"
38083,"Minot-Bismarck-Dickinson(Williston), ND"
38085,"Minot-Bismarck-Dickinson(Williston), ND"
38087,"Minot-Bismarck-Dickinson(Williston), ND"
38089,"Minot-Bismarck-Dickinson(Williston), ND"
38091,"Fargo-Valley City, ND"
38093,"Fargo-Valley City, ND"
38095,"Fargo-Valley City, ND"
38097,"Fargo-Valley City, ND"
38099,"Fargo-Valley City, ND"
38101,"Minot-Bismarck-Dickinson(Williston), ND"
38103,"Minot-Bismarck-Dickinson(Williston), ND"
38105,"Minot-Bismarck-Dickinson(Williston), ND"
39001,"Cincinnati, OH"
39003,"Lima, OH"
39005,"Cleveland-Akron (Canton), OH"
39007,"Cleveland-Akron (Canton), OH"
39009,"Charleston-Huntington, WV"
39011,"Dayton, OH"
39013,"Wheeling, WV-Steubenville, OH"
39015,"Cincinnati, OH"
39017,"Cincinnati, OH"
39019,"Cleveland-Akron (Canton), OH"
39021,"Dayton, OH"
39023,"Dayton, OH"
39025,"Cincinnati, OH"
39027,"Cincinnati, OH"
39029,"Youngstown, OH"
39031,"Columbus, OH"
39033,"Columbus, OH"
39035,"Cleveland-Akron (Canton), OH"
39037,"Dayton, OH"
39039,"Toledo, OH"
39041,"Columbus, OH"
39043,"Cleveland-Akron (Canton), OH"
39045,"Columbus, OH"
39047,"Columbus, OH"
39049,"Columbus, OH"
39051,"Toledo, OH"
39053,"Charleston-Huntington, WV"
39055,"Cleveland-Akron (Canton), OH"
39057,"Dayton, OH"
39059,"Wheeling, WV-Steubenville, OH"
39061,"Cincinnati, OH"
39063,"Toledo, OH"
39065,"Columbus, OH"
39067,"Wheeling, WV-Steubenville, OH"
39069,"Toledo, OH"
39071,"Cincinnati, OH"
39073,"Columbus, OH"
39075,"Cleveland-Akron (Canton), OH"
39077,"Cleveland-Akron (Canton), OH"
39079,"Charleston-Huntington, WV"
39081,"Wheeling, WV-Steubenville, OH"
39083,"Columbus, OH"
39085,"Cleveland-Akron (Canton), OH"
39087,"Charleston-Huntington, WV"
39089,"Columbus, OH"
39091,"Dayton, OH"
39093,"Cleveland-Akron (Canton), OH"
39095,"Toledo, OH"
39097,"Columbus, OH"
39099,"Youngstown, OH"
39101,"Columbus, OH"
39103,"Cleveland-Akron (Canton), OH"
39105,"Charleston-Huntington, WV"
39107,"Dayton, OH"
39109,"Dayton, OH"
39111,"Wheeling, WV-Steubenville, OH"
39113,"Dayton, OH"
39115,"Columbus, OH"
39117,"Columbus, OH"
39119,"Zanesville, OH"
39121,"Wheeling, WV-Steubenville, OH"
39123,"Toledo, OH"
39125,"Ft. Wayne, IN"
39127,"Columbus, OH"
39129,"Columbus, OH"
39131,"Columbus, OH"
39133,"Cleveland-Akron (Canton), OH"
39135,"Dayton, OH"
39137,"Toledo, OH"
39139,"Cleveland-Akron (Canton), OH"
39141,"Columbus, OH"
39143,"Toledo, OH"
39145,"Charleston-Huntington, WV"
39147,"Toledo, OH"
39149,"Dayton, OH"
39151,"Cleveland-Akron (Canton), OH"
39153,"Cleveland-Akron (Canton), OH"
39155,"Youngstown, OH"
39157,"Cleveland-Akron (Canton), OH"
39159,"Columbus, OH"
39161,"Ft. Wayne, IN"
39163,"Charleston-Huntington, WV"
39165,"Cincinnati, OH"
39167,"Parkersburg, WV"
39169,"Cleveland-Akron (Canton), OH"
39171,"Toledo, OH"
39173,"Toledo, OH"
39175,"Toledo, OH"
40001,"Tulsa, OK"
40003,"Oklahoma City, OK"
40005,"Sherman, TX-Ada, OK"
40007,"Amarillo, TX"
40009,"Oklahoma City, OK"
40011,"Oklahoma City, OK"
40013,"Sherman, TX-Ada, OK"
40015,"Oklahoma City, OK"
40017,"Oklahoma City, OK"
40019,"Sherman, TX-Ada, OK"
40021,"Tulsa, OK"
40023,"Sherman, TX-Ada, OK"
40025,"Amarillo, TX"
40027,"Oklahoma City, OK"
40029,"Sherman, TX-Ada, OK"
40031,"Wichita-Hutchinson, KS Plus"
40033,"Wichita-Hutchinson, KS Plus"
40035,"Tulsa, OK"
40037,"Tulsa, OK"
40039,"Oklahoma City, OK"
40041,"Tulsa, OK"
40043,"Oklahoma City, OK"
40045,"Oklahoma City, OK"
40047,"Oklahoma City, OK"
40049,"Oklahoma City, OK"
40051,"Oklahoma City, OK"
40053,"Oklahoma City, OK"
40055,"Oklahoma City, OK"
40057,"Oklahoma City, OK"
40059,"Oklahoma City, OK"
40061,"Tulsa, OK"
40063,"Oklahoma City, OK"
40065,"Wichita-Hutchinson, KS Plus"
40067,"Wichita-Hutchinson, KS Plus"
40069,"Sherman, TX-Ada, OK"
40071,"Oklahoma City, OK"
40073,"Oklahoma City, OK"
40075,"Oklahoma City, OK"
40077,"Tulsa, OK"
40079,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
40081,"Oklahoma City, OK"
40083,"Oklahoma City, OK"
40085,"Sherman, TX-Ada, OK"
40087,"Oklahoma City, OK"
40089,"Shreveport, LA"
40091,"Tulsa, OK"
40093,"Oklahoma City, OK"
40095,"Sherman, TX-Ada, OK"
40097,"Tulsa, OK"
40099,"Oklahoma City, OK"
40101,"Tulsa, OK"
40103,"Oklahoma City, OK"
40105,"Tulsa, OK"
40107,"Tulsa, OK"
40109,"Oklahoma City, OK"
40111,"Tulsa, OK"
40113,"Tulsa, OK"
40115,"Joplin, MO-Pittsburg, KS"
40117,"Tulsa, OK"
40119,"Oklahoma City, OK"
40121,"Tulsa, OK"
40123,"Sherman, TX-Ada, OK"
40125,"Oklahoma City, OK"
40127,"Sherman, TX-Ada, OK"
40129,"Oklahoma City, OK"
40131,"Tulsa, OK"
40133,"Oklahoma City, OK"
40135,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
40137,"Wichita-Hutchinson, KS Plus"
40139,"Amarillo, TX"
40141,"Wichita-Hutchinson, KS Plus"
40143,"Tulsa, OK"
40145,"Tulsa, OK"
40147,"Tulsa, OK"
40149,"Oklahoma City, OK"
40151,"Oklahoma City, OK"
40153,"Oklahoma City, OK"
41001,"Portland, OR"
41003,"Eugene, OR"
41005,"Portland, OR"
41007,"Portland, OR"
41009,"Portland, OR"
41011,"Eugene, OR"
41013,"Portland, OR"
41015,"Medford-Klamath Falls, OR"
41017,"Bend, OR"
41019,"Eugene, OR"
41021,"Portland, OR"
41023,"Boise, ID"
41025,"Portland, OR"
41027,"Portland, OR"
41029,"Medford-Klamath Falls, OR"
41031,"Portland, OR"
41033,"Medford-Klamath Falls, OR"
41035,"Medford-Klamath Falls, OR"
41037,"Medford-Klamath Falls, OR"
41039,"Eugene, OR"
41041,"Portland, OR"
41043,"Portland, OR"
41045,"Boise, ID"
41047,"Portland, OR"
41049,"Yakima-Pasco-Richland-Kennewick, WA"
41051,"Portland, OR"
41053,"Portland, OR"
41055,"Portland, OR"
41057,"Portland, OR"
41059,"Yakima-Pasco-Richland-Kennewick, WA"
41061,"Portland, OR"
41063,"Spokane, WA"
41065,"Portland, OR"
41067,"Portland, OR"
41069,"Portland, OR"
41071,"Portland, OR"
42001,"Harrisburg-Lancaster-Lebanon-York, PA"
42003,"Pittsburgh, PA"
42005,"Pittsburgh, PA"
42007,"Pittsburgh, PA"
42009,"Johnstown-Altoona, PA"
42011,"Philadelphia, PA"
42013,"Johnstown-Altoona, PA"
42015,"Wilkes Barre-Scranton, PA"
42017,"Philadelphia, PA"
42019,"Pittsburgh, PA"
42021,"Johnstown-Altoona, PA"
42023,"Johnstown-Altoona, PA"
42025,"Wilkes Barre-Scranton, PA"
42027,"Johnstown-Altoona, PA"
42029,"Philadelphia, PA"
42031,"Pittsburgh, PA"
42033,"Johnstown-Altoona, PA"
42035,"Wilkes Barre-Scranton, PA"
42037,"Wilkes Barre-Scranton, PA"
42039,"Erie, PA"
42041,"Harrisburg-Lancaster-Lebanon-York, PA"
42043,"Harrisburg-Lancaster-Lebanon-York, PA"
42045,"Philadelphia, PA"
42047,"Johnstown-Altoona, PA"
42049,"Erie, PA"
42051,"Pittsburgh, PA"
42053,"Johnstown-Altoona, PA"
42055,"Washington, DC (Hagerstown, MD)"
42057,"Washington, DC (Hagerstown, MD)"
42059,"Pittsburgh, PA"
42061,"Johnstown-Altoona, PA"
42063,"Pittsburgh, PA"
42065,"Johnstown-Altoona, PA"
42067,"Harrisburg-Lancaster-Lebanon-York, PA"
42069,"Wilkes Barre-Scranton, PA"
42071,"Harrisburg-Lancaster-Lebanon-York, PA"
42073,"Pittsburgh, PA"
42075,"Harrisburg-Lancaster-Lebanon-York, PA"
42077,"Philadelphia, PA"
42079,"Wilkes Barre-Scranton, PA"
42081,"Wilkes Barre-Scranton, PA"
42083,"Buffalo, NY"
42085,"Youngstown, OH"
42087,"Harrisburg-Lancaster-Lebanon-York, PA"
42089,"Wilkes Barre-Scranton, PA"
42091,"Philadelphia, PA"
42093,"Wilkes Barre-Scranton, PA"
42095,"Philadelphia, PA"
42097,"Wilkes Barre-Scranton, PA"
42099,"Harrisburg-Lancaster-Lebanon-York, PA"
42101,"Philadelphia, PA"
42103,"New York, NY"
42105,"Buffalo, NY"
42107,"Wilkes Barre-Scranton, PA"
42109,"Wilkes Barre-Scranton, PA"
